id,pub_author,pub_year,pub_type_raw,strand_raw,out_out_type_tool,smd_tool,se_tool,out_es_type,out_tit,out_comp,out_samp,out_measure,out_test_type_raw,out_out_type_red,smd_red,se_red,out_out_type_wri,smd_wri,se_wri,out_out_type_math,smd_math,se_math,out_out_type_sci,smd_sci,se_sci,out_out_type_fsm,smd_fsm,se_fsm,sample_analysed_info,school_total_info,class_total_info,int_setting_raw,part_age_raw,fsm_50,fsm_perc_info,loc_country_raw,int_desig_raw,int_approach_raw,int_training_raw,digit_tech_raw,parent_partic_raw,int_when_raw,int_who_raw,int_dur_info,int_freq_info,int_leng_info,out_strand,ii_approach,ii_elements_included,ii_programmes_mentioned
41661173,Taylor (1972),1972,['Technical report'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.4638,0.0744,['Post-test unadjusted (select one from this group)'],SAT  Computation_Combined (GR2+GR4+Gr6),With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.4638,0.0744,NA,NA,NA,NA,NA,NA,883,4,NA,['Primary/elementary school'],"['7', '8', '9', '10', '11', '12']",NA,NA,['USA'],['Retrospective QED  '],['One to one'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],108,5,60,['Toolkit: Individualised instruction'],"['Individual work', 'Individual feedback']","['Pre-testing of content', 'Testing for mastery']",['Individually Prescribed Instruction (IPI)']
45336795,Tenenbaum (1982) II 1_1,1982,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",1.9279,0.3161,['Post-test unadjusted (select one from this group)'],Summative Science Achievement,,['Sample: All'],Science,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",1.9279,0.3161,NA,NA,NA,90 ,1,2,['Secondary/High school'],"['14', '15']",NA,NA,['USA'],['Individual RCT'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)', 'One to one']",['No'],['No'],['No'],['During regular school hours '],['Class teachers'],8,5,45,['Toolkit: Individualised instruction'],['Individual feedback'],['Testing for mastery'],['Mastery learning']
49106843,Tenenbaum (1982) II 1_2,1982,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",1.9794,0.3188,['Post-test unadjusted (select one from this group)'],Level of achievement (algebra),With business as usual,['Sample: All'],Mathematics,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",1.9794,0.3188,NA,NA,NA,NA,NA,NA,60,1,3,['Secondary/High school'],"['14', '15']",NA,NA,['USA'],['Multisite RCT'],"['Student alone (self-administered)', 'Large group/class teaching (+6)']",['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],8,5,45,['Toolkit: Individualised instruction'],"['Individual work', 'Individual feedback']",['Testing for mastery'],['Mastery learning']
41661095,Thomas (1972),1972,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.07,0.1688,NA,Mathematics Achievement Test,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.07,0.1688,NA,NA,NA,NA,NA,NA,224 ,2,10,['Secondary/High school'],"['16', '17']",NA,NA,['USA'],['Prospective QED'],['Student alone (self-administered)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],36,5,45,['Toolkit: Individualised instruction'],['Individual pace'],"['Self-checking/ self-marking', 'Collaboration', 'Testing for mastery']",NA
41661392,Thornton (1970),1970,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.8215,0.176,['Post-test unadjusted (select one from this group)'],Achievement ,With active control,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.8215,0.176,NA,NA,NA,140,9,NA,"['Primary/elementary school', 'Middle school', 'Other educational setting (please specify)']","['11', '12']",NA,NA,['USA'],['Prospective QED'],['Student alone (self-administered)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Teaching assistants']",6 ,1,40,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace']",NA,['Programmed instruction']
41661394,Troost (1971),1971,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.5338,0.16,NA,Science Test,With business as usual,NA,Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.5338,0.16,NA,NA,NA,54,3,9,['Primary/elementary school'],"['11', '12']",NA,NA,['USA'],['Cluster RCT'],['Student alone (self-administered)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Unclear/not specified'],NA,NA ,45,['Toolkit: Individualised instruction'],['Individual pace'],NA,"['Programmed instruction', 'Audio-tutorial instruction']"
41661177,Verheul (1971),1971,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.355,0.0955,['Post-test unadjusted (select one from this group)'],Comprehensive Test of Basic Skills,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.355,0.0955,NA,NA,NA,NA,NA,NA,454,2,NA,['Middle school'],"['11', '12']",NA,NA,['USA'],['Prospective QED'],"['Small group/intensive support (3-5)', 'One to one']",['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],28,5 ,50,['Toolkit: Individualised instruction'],"['Individual pace', 'Individual work']","['Pre-testing of content', 'Testing for mastery']","['Individually Prescribed Instruction (IPI)', 'Mastery learning']"
41661035,Volker (1970),1970,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.0511,0.1122,NA,Post test,With business as usual,NA,Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.0511,0.1122,NA,NA,NA,311,1,12,['Secondary/High school'],['No information provided'],NA,NA,['USA'],['Individual RCT'],"['Small group/intensive support (3-5)', 'Paired learning']",['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],5,unclear,unclear,NA,['Individual pace'],"['Digital technology', 'Collaboration']","['Programmed instruction', 'Audio-tutorial instruction']"
41661400,Waine (1970),1970,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.06,0.13,['Post-test unadjusted (select one from this group)'],Chemistry Posttest,With business as usual,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.06,0.13,NA,NA,NA,326,1,14,['Secondary/High school'],"['13', '14', '15', '16']",NA,NA,['USA'],['Cluster RCT'],"['Student alone (self-administered)', 'Large group/class teaching (+6)']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],3,5,60,['Toolkit: Individualised instruction'],['Individual work'],['Self-checking/ self-marking'],['Programmed instruction']
41661282,Walles (2005),2005,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.2924,0.1463,NA,SAT Math Score (Algebra)-Composite Score,With business as usual,NA,Mathematics,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.2924,0.1463,NA,NA,NA,NA,NA,NA,218,2,NA,['Secondary/High school'],"['15', '16', '17', '18']",NA,NA,['USA'],['Individual RCT'],['Student alone (self-administered)'],"['No', 'Unclear/ Not specified']",['Yes'],['No'],['During regular school hours '],"['Research staff', 'Class teachers']",1,5,40 ,NA,"['Individual work', 'Individual pace']",['Digital technology'],['Computer-assisted instruction']
41661179,Wasden (1971),1971,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Reading primary outcome']",0.1171,0.067,['Post-test unadjusted (select one from this group)'],SAT Wording Meaning f ratio,With business as usual,['Sample: All'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.1171,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598,10,NA,"['Primary/elementary school', 'Middle school']","['11', '12']",NA,NA,['USA'],['Prospective QED'],['Large group/class teaching (+6)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],38,no information given,no information given,['Toolkit: Individualised instruction'],['Individual pace'],NA,['Individually Prescribed Instruction (IPI)']
41661097,Wheaton (1971),1971,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.0913,0.2888,['Post-test adjusted for baseline attainment'],Maths Comprehension ,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],['Reading primary outcome'],0.2517,0.1833,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.0913,0.2888,['Science primary outcome'],0.2611,0.2141,NA,NA,NA,2230,2,29,['Secondary/High school'],['No information provided'],NA,NA,['USA'],['Prospective QED'],"['Large group/class teaching (+6)', 'Other (Explain in notes)']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],36,5,60,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace']","['Pre-testing of content', 'Testing for mastery']",['Mastery learning']
41661252,Wheeler (1999),1999,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.5616,0.1236,['Post-test unadjusted (select one from this group)'],Overall ES - Concrete & Abstract Test,With business as usual,['Sample: All'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.5616,0.1236,NA,NA,NA,NA,NA,NA,632,≤7,52,['Secondary/High school'],"['15', '14']",NA,NA,['USA'],['Cluster RCT'],['Large group/class teaching (+6)'],['No'],['Yes'],['No'],['During regular school hours '],"['Class teachers', 'Digital technology']",36,1,50,['Toolkit: Individualised instruction'],"['Individual pace', 'Individual feedback']","['Digital technology', 'Testing for mastery']","['Mastery learning', 'Computer-assisted instruction']"
41661181,Whipple (1972),1972,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.4669,0.2103,NA,Written test ,With business as usual,NA,Mathematics,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.4669,0.2103,NA,NA,NA,NA,NA,NA,95,1,4,['Middle school'],"['13', '14']",NA,NA,['USA'],['Cluster RCT'],['Student alone (self-administered)'],['No'],['No'],['No'],['During regular school hours '],['Research staff'],3,5,40,NA,['Individual pace'],['Self-checking/ self-marking'],NA
41661253,Wijekumar (2012),2012,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Reading primary outcome']",0.3217,0.0392,['Post-test unadjusted (select one from this group)'],"GSRT  individ. level N, class level mean/SD - Ind. Instr.",With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.3217,0.0392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2643,NA,130,['Primary/elementary school'],"['9', '10']",NA,NA,['USA'],['Multisite RCT'],['Student alone (self-administered)'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Class teachers'],30,1,45,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace']",['Digital technology'],"['Computer-assisted instruction', 'Intelligent tutoring']"
41661409,Williams (1969),1969,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.5791,0.2165,['Post-test adjusted for baseline attainment'],Comprehensive Test in Basic Physical Science,With active control,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.5791,0.2165,NA,NA,NA,139,1,4,['Middle school'],"['14', '15']",NA,NA,['USA'],['Prospective QED'],"['Student alone (self-administered)', 'Small group/intensive support (3-5)', 'One to one']",['No'],['No'],['No'],['During regular school hours '],"['Research staff', 'Class teachers']",30,Not specified,60,['Toolkit: Individualised instruction'],"['Individual work', 'Individual pace', 'Individual feedback']",NA,NA
41661045,Wilton (1971),1971,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.3042,0.0564,['Post-test unadjusted (select one from this group)'],Recall Biology Test 1  posttest immediately following tuition,With business as usual,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.3042,0.0564,NA,NA,NA,72,4,4,['Secondary/High school'],"['14', '15']",NA,NA,"['UK (Select all that apply)', 'England']",['Prospective QED'],['Student alone (self-administered)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Research staff', 'Class teachers']",1,1,35,['Toolkit: Individualised instruction'],['Individual pace'],['Pre-testing of content'],['Programmed instruction']
41661412,Young (1967),1967,['Dissertation or thesis'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.2719,0.1672,['Post-test unadjusted (select one from this group)'],Biology Achievement ,With business as usual,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.2719,0.1672,NA,NA,NA,166,4,8,['Secondary/High school'],"['15', '16']",NA,NA,['USA'],['Prospective QED'],['Student alone (self-administered)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],unclear,not stated,not stated,['Toolkit: Individualised instruction'],"['Individual work', 'Individual feedback']",['Pre-testing of content'],"['Programmed instruction', 'Mastery learning']"
41661413,Zeschke (1966),1966,['Journal article'],['Individualised instruction'],"['Toolkit primary outcome', 'Science primary outcome']",0.678,0.3121,['Post-test unadjusted (select one from this group)'],DNA Program post-t-est,With business as usual,['Sample: All'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.678,0.3121,NA,NA,NA,44,1,2,['Secondary/High school'],['No information provided'],NA,NA,['USA'],['Prospective QED'],['Large group/class teaching (+6)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],3,3,20,['Toolkit: Individualised instruction'],"['Individual pace', 'Individual feedback']","['Testing for mastery', 'Self-checking/ self-marking']",['Programmed instruction']
