StudyID,Strand,TypeofTest,TypeofTestHighlightedText,StandardisedTest,StandardisedTestHighlightedText,ResearcherDevelopedTest,ResearcherDevelopedTestHighlightedTest,SchoolDevelopedTest,SchoolDevelopedTestHighlightedTest,NationalTestorExam,NationalTestorExamHighlightedTest,InternationalTests,InternationalTestsHighlightedTest
38878270,Small Group Tuition,NA,NA,NA,"['Page 24:\n[¬s]""The Fountas & Pinnell Benchmark Assessment System was used to measure the following literacy skills: phonemic awareness, letter-sound relationships (decoding), vocabulary, comprehension, fluency, and writing. Both treatment and control students in the study were tested by LLI teachers at the beginning and the end of LLI. This data was used to measure individual student gains as well as the composition of the groups in respect to homogeneity of student needs.[¬e]""', 'Page 25:\n[¬s]""Dynamic Indicators of Basic Early Literacy Skills (DIBELS)""\n"" assess student development of phonological awareness, alphabetic understanding, and automaticity and fluency with the code.[¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
38878271,Small Group Tuition,NA,NA,NA,"['Page 6:\n[¬s]""Word identification. The letter-word identification test from the Woodcock Diagnostic Reading Battery (Woodcock, 1998) required students to name individu\xad ally presented letters and words""\n""Text reading accuracy. Students in grades 2 through 6 were asked to read a series of short paragraphs that increased in difficulty level on the Gray Oral Reading Test (GORT-3) (Wiederholt & Bryant, 1992). The num\xad ber of word errors that occurred at each level deter\xad mined their word accuracy score.""\n""Word analysis. The word attack test from the Woodcock Diagnostic Reading Battery (Woodcock, 1998) required students to name individually presented non\xad words.""\n""Word efficiency. The sight word efficiency subtest from the Test of Word Reading Efficiency (TOWRE) (Torgesen, Wagner, & Rashotte, 1999) required stu\xad dents to read as many printed real words as they could within 45 seconds. The words were presented in verti\xad cal lists.""\n""Phonetic decoding efficiency. The phonemic decoding efficiency subtest from the TOWRE (Torgesen""\n""et al., 1999) required students to read as many pro\xad nounceable printed nonwords as they could decode within 45 seconds. Nonwords were presented in verti\xad cal lists.""\n""Text reading rate. Students in grades 2 through 6 were asked to read a series of short paragraphs that increased in difficulty level on the GORT-3 (Wiederholt & Bryant, 1992). Amount of time taken to read each paragraph was recorded to provide a rate measure.""\n""Passage comprehension. The Passage Compre\xad hension subtest of the Woodcock Diagnostic Reading Battery (Woodcock, 1998) asked students to read silent\xad ly a series of paragraphs and supply the key missing word in each paragraph.""\n""Comprehension. The GORT-3 (Wiederholt & Bryant, 1992) required students in grades 2 through 6 to answer five comprehension questions after reading each paragraph. The questions and four multiple\xad choice answers were read to the student by the tester.""\n""Pseudo-spelling. This 15-item spelling test from the Spell Read test battery (MacPhee, 1990) required stu\xad dents to write the spelling of nonwords that were repeated twice by the examiner. ""\n""Schonell spelling. This 100-item spelling test (Schonell & Schonell, 1950) required students to cor\xad rectly spell each word given orally by the tester. Answers were scored either right or wrong.""\n""Stanford-Binet vocabulary. Students were asked to give the meaning of words from the Vocabulary subtest of the Stanford-Binet Intelligence Scale, 4th ed. (Thorndike et al., 1986). This subtest was used to give an estimate of the student’s verbal ability (Sattler, 1988).[¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
37671611,Teaching assistants,NA,NA,NA,"['Page 5:\n[¬s]""The measuring instrument used was Dynamic Indicators of Basic Early Literacy Skills (DJBELS). There were four subtests of the DIB ELS used in this study. These subtests were: (a) Letter Naming Fluency (LNF), (b) Phoneme Segmentation Fluency (PSF), (c) Nonsense Word Fluency (NWF), and (d) Oral Reading Fluency (ORF).[¬e]""']",NA,NA,NA,NA,NA,"['Page 12:\n[¬s]""In addition to DIBELS, two Louisiana mandated assessment programs were examined in the longitudinal study: (a) the grade 3 integrated Louisiana Educational Assessment Program (/LEAP), and (b) the grade 4 Louisiana Educational Assessment Program (LEAP). This study examined the student performance in the English Language Arts assessment for 2006, 2007, and 2008.[¬e]""']",NA,NA
39253229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253334,Summer schools,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Page 51:\n[¬s]"" Reading portion o f the CTB/McGraw-Hill Terra Nova achievement test[¬e]""', 'Page 54:\n[¬s]""Terra Nova Level 11 was administered to all district first grade students in May 1999 (pretest). Terra Nova Level 12 was administered to all district second grade students in August 1999 (posttest). Terra Nova Level 13 was administered to all district second grade students in February 2000 (posttest).[¬e]""']",NA,NA
37092715,Feedback,NA,NA,NA,"['Page 4:\n[¬s]""The role-taking task (Task 2) was taken from Lefebvre-Pinard and Reid (1980) and included two items. In this task, the child served as a speaker, and a confederate was the listener.[¬e]""']",NA,"['Page 3:\n[¬s]""The speaking task (Task 1) included three items targeting each on one of the three major abilities required to communicate effectively: that is, (l) to engage in comparison activity (Sonnenschein & Whitehurst, 1984a, 1984b;[¬e]""', 'Page 4:\n[¬s]""Whitehurst & Sonnenschein, 1981), (2) to be aware of the instrumental nature of a message in recognizing that the discriminating attributes of a given referent vary with the particular set of nonreferents and that the comparison activity is not done once for all (Garmiza & Anisfeld, 1976; Robinson & Robinson, 1982), (3) to take into account the perspective of the listener (Garmiza & Anisfeld, 1976; Roberts & Patterson, 1983; Whitehurst & Sonnenschein, 1984a).[¬e]""', 'Page 5:\n[¬s]""The listening task (Task 3) was adapted from Ironsmith and Whitehurst (1978) and induded two items. The speaker and the listener received the same set of pictures constructed by crossing two two-valued attributes; a down was either sad or smiling and had full or spotted cheeks. Children were told that the confederate would try to help them find the target card. The children were to choose the target card if they thought they knew which one it was; bur, if they were not sure, they were to ask a question.""\n""The evaluation task (Task 4) was used to assess children’s comprehension of the causes of communication failure by using the ""whose fault?” technique developed by Robinson and Robinson (1976). Children observed a communi\xad cation game between two puppets and were asked to comment upon their communication failures.[¬e]""', 'Page 6:\n[¬s]""The concept-formation task (Task 5) included two items adapted from Denney and Turner’s (1979) ""twenry-questions game” and was used to evaluate if children could transfer some of the skills needed for referential communica\xad tion into a nonreferential communication context.[¬e]""']",NA,NA,NA,NA,NA,NA
40117178,NA,NA,NA,Educational attainment was collected through 1) the Regents Test performance in English and Maths and 2) school grades (collected from NY city's department of education) ,NA,NA,NA,See details for code above,NA,NA,NA,NA,NA
39253335,NA,NA,NA,NA,"['Page 5:\n[¬s]""Compre/rensive Tests of Ba.sic Skills (CTBS). The CTBS was given statewide to all South Carolina students. The CTBS is one of the most frequently used edu\xad cational achievement tests designed spc\xad cificaJly lo measure a broad array of basic[¬e]""', 'Page 6:\n[¬s]""skills: Reading, Language, Math, Science. and Total score. Scores arc reported as percentile r~nks within grades, as grade equivalents, ,as stanines, and as a ""scale score"" systerri.""\n""Woodcock-Johnson Psyclw-Ed11cario11al Bauery. Experimental , subjects were tested for within group Idifferences using the Woodcock-Johnson Psycho-Educa\xad tional Battery, Tests for Achievement and Tests of Interest. These tests served two purposes. First, subtest scores were used as diagnostic means for matching SCAD students with educational curriculum. Finally, Woodcock-Johnson achievement and interest scores were collectively com\xad puted to test for within group differences.""\n""The Woodcock-Johnson Interest In\xad ventory (School Intercst Cluster and Nonschool Jntcrcst Cluster) was used to measure changes in student interest. The School Interest Test is divided into three school interest clusters (Reading. Math, and Written language Interests) and two nonschoo! interest clusters ( Principal an<l Social interest). The School Interest Tests arc scored as continuous data.[¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
37092594,Feedback,NA,NA,NA,"['Page 3:\n[¬s]""Immediately following one revision strategy instruction, the ex\xad perimental groups applied the strategy to the other two rough drafts.""\n""These final two paragraphs were evaluated as posttests. The paragraphs were rated using the Diederich (1974) analytic scale, which evaluates writing in two overall areas: general merit and mechanics. General merit includes four factors: ideas, organization, wording, andflavor,while mechanics is broken down into usage, punctuation, spelling, and handwriting.[¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
37092778,Feedback,NA,NA,NA,NA,NA,"['Page 8:\n[¬s]""The test. The test given after the passage reading was a completion test which consisted of 4 pages—each with 1 item from each of the 16 paragraphs in the passage. In this way, all 64 sentences comprising the passage were covered. Some were covered by using the actual sentence, an important word or phrase deleted. For others, a question based on the sentence was followed by a blank for the answer to the question. The last page of the test contained the items associated with the main ideas of the passage as expressed in the topic sentences of each paragraph. The children completed the test 1 page at a time and were not allowed to turn back to a page after having turned it.[¬e]""']",NA,NA,NA,NA,NA,NA
38296661,Feedback,NA,NA,NA,"['Page 15:\n[¬s]""Progress in English Test (PiE)""\n""Access Maths Test (AMT)[¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
39253336,Summer schools,NA,NA,NA,NA,NA,"['Page 55:\n[¬s]""S tudent achievement in mathematics was measured using a score from th e Mathematics Achievem ent T e s t, a multiple choice examination designed by the researcher. T e s t items were based on the school d is tric t’s m athem atics curriculum. Ten points were awarded for each of the 10 questions th a t were answered correctly. Thus, the scores ranged from 0 to 100, which is th e customary fo rm a t fo r presenting scores t o students.[¬e]""']",NA,NA,NA,"['Page 57:\n[¬s]""Additionally, school records were used to determ ine attendance, to ta l number o f credits earned, and to tal number of math credits earned during the first sem ester of the 1 9 9 5 / 9 6 school year.[¬e]""']",NA,NA
40117295,Extending school time,NA,NA,NA,NA,NA,"['Page 9:\n[¬s]"" th e M athem atics A c h ie v e m e n t T e s t, a multiple choice examination designed by th e researcher.""\n""th e M athem atics A ttitu d e T e st,[¬e]""']",NA,NA,NA,NA,NA,NA
40117160,Extending school time,NA,NA,NA,NA,NA,NA,NA,"['Page 1:\n[¬s]"" mid-year competency test and an end- of-year competency test.[¬e]""']",NA,NA,NA,NA
37671612,Teaching assistants,NA,NA,NA,NA,NA,"['Page 82:\n[¬s]""Measurements of baseline performance and progress for students\x92 sight-word reading skills in all groups were taken against the NLS Reception (45 words), Years 1 to 2 (163 words) which includes the names of the days of the week, the twelve months, numbers from zero to twenty and ten common colour names, and Years 4 and 5 (124 words) high- frequency word lists taken directly from The National Literacy Strategy: framework for teaching (DfEE, 1998; pp. 60-63). These lists were split up into three corresponding sections for administration during the study (Lists 1, 2 and 3). In total 332 words make up these lists [¬e]""', 'Page 83:\n[¬s]""These words formed the content of what is termed as the \x91reading accuracy measure\x92 (RAM) assessment throughout the research. Each RAM took place individually with each participating student during school site visits by the researcher at specified periods across the school terms (see Table 4 and Table 5 below). During every RAM assessment each participant was asked to read the words from an A4 printed booklet (see Appendix 3.1.5) while the researcher marked their responses as either correct or incorrect. These measures were not only used to demonstrate skill levels (i.e. number of words read correctly) before and after PT intervention, but also formed the basis of the curriculum (a \x91PT programme plan\x92) to be undertaken through PT sessions[¬e]""']",NA,NA,NA,NA,NA,NA
38878272,Small Group Tuition,NA,NA,NA,"['Page 52:\n[¬s]""Test of Early Mathematics Ability–Third Edition The TEMA–3, an individually administered mathematics test, was used as the primary outcome measure.[¬e]""', 'Page 53:\n[¬s]""Woodcock-Johnson–Third Edition Letter/Word subtest To examine the possible influence on reading proficiency of reducing the classroom time devoted to reading instruction, data were collected at posttest using the WJ–III Letter/Word subtest (Woodcock, McGrew, and Mather 2001).[¬e]""']",NA,NA,NA,NA,NA,NA,NA,NA
37092595,Feedback,NA,NA,NA,"['Page 39:\n[¬s]""Broad Written Language Cluster of the Woodcock Johnson Test of Achievement- Third-Edition. The Woodcock Johnson Test of Achievement-Third Edition (Woodcock, McGrew & Mather, 2001) is a standardized, norm-referenced test designed to measure children\x92s achievement in the areas of reading, mathematics and writing. [¬e]""', 'Page 41:\n[¬s]""Test of Word Reading Efficiency. The Test of Word Reading Efficiency (Torgensen, Wagner, & Rashotte, 2005) is a brief reading measure containing two subtests: Sight Word Efficiency and Phonemic Decoding Efficiency. The Sight Word Efficiency subtest measures the student\x92s accuracy in reading real words, and the[¬e]""', 'Page 42:\n[¬s]""Phonemic Decoding Efficiency subtest measures the student\x92s accuracy with pronounceable non-words.[¬e]""']",NA,"['Page 42:\n[¬s]""Curriculum-Based Measurement probes in written expression. Twenty-four curriculum-based measurement probes in written expression (CBM-WE) were developed using standard procedures (Shapiro, 1996). The probes were used to measure students\x92 writing fluency growth over time.[¬e]""']",NA,NA,NA,NA,NA,NA
