ItemID,Author,Year,Strand,Outcome,Intervention,LevelofAssignment,ParticipantAssignment,StudyRealism,StudentGender,PublicationType,EducationalSetting,Country,GroupBaselineDifferences,StudyDesign,Comparability,CompVariablesReported,ComparabilityVariables,InterventionOrg,InterventionTrainingProvided,StudentAge,Attrition/DropOutReported,FocusofIntervention,InterventionTeachingApproach,InterventionTime,WhoDeliveredTeaching,EducationalSetting,SMD,SESMD,CIupper,CIlower,CodesSectionPresent,OutcomesSectionPresent,OutcomeCodesSectionPresent
40117252,Hirsch (2011),2011,Toolkit: Extending school time,Primary outcome,Curriculum: other,Individual,Random (please specify),Low ecological validity,Mixed gender,Technical report,Secondary/High school,USA,No/Unclear,Individual RCT,Yes,Yes,Other (please specify),Charity or voluntary organisation,No,"['14', '15', '16', '17']",['Yes'],['Students'],['Large group/class teaching (+6)'],['Before/after school'],['Lay persons/volunteers'],['Secondary/High school'],0.1012,0.1146,0.3258,-0.1234,Yes,Yes,Yes
40117253,Hobbs (2012),2012,Toolkit: Extending school time,Primary outcome,Mathematics,NA,Retrospective Quasi Experimental Design (QED),High ecological validity,Mixed gender,Dissertation or thesis,Middle school,USA,Yes,Prospective QED,No,No,NA,School or group of schools,No,"['14', '8', '9', '10', '11', '12', '13']",['No'],['Students'],['Large group/class teaching (+6)'],['Before/after school'],"['Class teachers', 'Lay persons/volunteers']","['Primary/elementary school', 'Middle school']",0.0354,0.1491,0.3276,-0.2568,Yes,Yes,Yes
40398941,Hodgen (2019),2019,Toolkit: Teaching assistants,Primary outcome,Mathematics,School - cluster,Random (please specify),High ecological validity,Mixed gender,Technical report,Primary/elementary school,England,Yes,Cluster RCT,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['9', '10', '8', '6', '7', '11']",['Yes'],['Students'],['One to one'],['During regular school hours '],['Teaching assistants'],['Primary/elementary school'],0.1278,0.0475,0.221,0.0347,Yes,Yes,Yes
37092584,Holman (2011),2011,Toolkit: Feedback,Primary outcome,Literacy: writing,School - cluster,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,Yes,Cluster RCT,Yes,Yes,Gender,University/ researcher design,No,"['13', '14']",['Yes'],['Students'],NA,['During regular school hours '],['Digital technology'],['Primary/elementary school'],0.341,0.1707,0.6756,0.0064,Yes,Yes,Yes
37671521,Holmes (2013),2013,Toolkit: Teaching assistants,Primary outcome,Mathematics,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,Wales,Yes,Individual RCT,Yes,Yes,Other (please specify),University/ researcher design,Yes (Please specify),"['7', '8', '9']",['No'],['Students'],['One to one'],['During regular school hours '],['Teaching assistants'],['Primary/elementary school'],0.4,0.12,0.6352,0.1648,Yes,Yes,Yes
39253321,Howes (1989),1989,Toolkit: Summer schools,Primary outcome,Literacy: reading comprehension,Individual,"Non-random, not matched prior to treatment",High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,Yes,Prospective QED,Yes,Yes,Gender,Other (please provide details),No,['7'],['No'],['Students'],['Large group/class teaching (+6)'],['Summer/ holiday period'],['Unclear/not specified'],['Primary/elementary school'],-0.1407,0.1492,0.1519,-0.4332,Yes,Yes,Yes
37092768,Hughes (1973),1973,Toolkit: Feedback,Primary outcome,Science,NA,Unclear,Low ecological validity,Mixed gender,Journal article,Middle school,New Zealand,NA,Prospective QED,NA,NA,NA,University/ researcher design,No,"['11', '12', '13']",NA,['Students'],['Large group/class teaching (+6)'],['During regular school hours '],['Research staff'],['Middle school'],0.8152,0.2582,1.3213,0.3091,Yes,Yes,Yes
37671626,Hund-Reid (2008),2008,Toolkit: Teaching assistants,Secondary outcome(s),Literacy: decoding/phonics,Individual,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,Canada,Yes,Multisite RCT,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['5', '6']",['Yes'],['Students'],"['One to one', 'Small group/intensive support (3-5)']",['During regular school hours '],['Teaching assistants'],['Primary/elementary school'],1.3878,0.4501,2.2699,0.5057,Yes,Yes,Yes
37671605,Hund-Reid (2013),2013,Toolkit: Teaching assistants,Secondary outcome(s),Literacy: decoding/phonics,Class,Random (please specify),Low ecological validity,Mixed gender,Journal article,Primary/elementary school,Canada,Yes,Multisite RCT,Yes,Yes,Other (please specify),University/ researcher design,Yes (Please specify),"['4', '5', '6']",['Yes'],['Students'],['Other (Explain in notes)'],['During regular school hours '],['Teaching assistants'],['Primary/elementary school'],2.1,0.4,2.884,1.316,Yes,Yes,Yes
37061117,Hymel (1980),1980,NA,NA,NA,Class,Unclear,High ecological validity,Mixed gender,Conference paper,Secondary/High school,USA,No/Unclear,Prospective QED,No,N/A,NA,University/ researcher design,Unclear/ Not specified,NA,['No'],['Students'],['Large group/class teaching (+6)'],['During regular school hours '],['Class teachers'],['Secondary/High school'],NA,NA,NA,NA,Yes,No,No
37133923,Inglis (2002),2002,Toolkit: Peer Tutoring,Primary outcome,Mathematics,Individual,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,No/Unclear,Individual RCT,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['9', '10']",['Yes'],['Students'],['Small group/intensive support (3-5)'],['During regular school hours '],['Peers'],['Primary/elementary school'],0.5322,0.2465,1.0152,0.0491,Yes,Yes,Yes
37116224,Jackson (2016),2016,Toolkit: Peer Tutoring,Primary outcome,Literacy: reading comprehension,Individual,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Middle school,USA,Yes,Prospective QED,No,N/A,NA,University/ researcher design,Yes (Please specify),"['11', '12', '13']",['Yes'],['Students'],['Paired learning'],['During regular school hours '],['Peers'],['Middle school'],0.4846,0.4001,1.2688,-0.2996,Yes,Yes,Yes
39253390,Jacob (2004),2004,Toolkit: Summer schools,Primary outcome,Literacy: reading comprehension,Individual,Regression discontinuity,High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Regression Discontinuity - not randomised,Yes,Yes,Other (please specify),Local education authority or district,Unclear/ Not specified,"['9', '12']",['No'],"['Students', 'Other education practitioners', 'Senior management']",['Other (Explain in notes)'],['Summer/ holiday period'],['Class teachers'],['Primary/elementary school'],0.5969,0.0232,0.6423,0.5515,Yes,Yes,Yes
37061115,Jacobs (1966),1966,Toolkit: Feedback,Primary outcome,Mathematics,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Secondary/High school,USA,No/Unclear,Individual RCT,Yes,Yes,Educational attainment,University/ researcher design,Unclear/ Not specified,"['12', '13', '14']",['Unclear (please add notes)'],['Students'],['Student alone (self-administered)'],['During regular school hours '],['Class teachers'],['Secondary/High school'],-0.2093,0.2371,0.2554,-0.6739,Yes,Yes,Yes
37093509,Jacobson (2001),2001,Toolkit: Peer Tutoring,Primary outcome,Literacy: reading comprehension,Individual,Unclear,Unclear,Mixed gender,Journal article,Middle school,USA,No/Unclear,Multisite RCT,NA,NA,NA,University/ researcher design,Yes (Please specify),"['8', '9', '12', '13']",['Yes'],['Students'],['Paired learning'],['During regular school hours '],"['Peers', 'Unclear/not specified']","['Primary/elementary school', 'Middle school']",0.4851,0.1692,0.8166,0.1535,Yes,Yes,Yes
37671565,Jason (1994),1994,Toolkit: Teaching assistants,Secondary outcome(s),Combined subjects,School - cluster,Random (please specify),Low ecological validity,No information provided,Journal article,Primary/elementary school,USA,Yes,Cluster RCT,Yes,Yes,Other (please specify),University/ researcher design,Yes (Please specify),"['8', '9', '10', '11']",['Yes'],['Students'],['One to one'],['During regular school hours '],['Research staff'],['Primary/elementary school'],0.3948,0.1961,0.7792,0.0104,Yes,Yes,Yes
40294914,Jenkins (1991) PT,1991,Toolkit: Peer Tutoring,Secondary outcome(s),Literacy: reading comprehension,School - cluster,Unclear,High ecological validity,No information provided,Journal article,Primary/elementary school,USA,No/Unclear,Prospective QED,Unclear or details not provided,N/A,NA,School or group of schools,Unclear/ Not specified,"['6', '7', '8', '9']",['Unclear (please add notes)'],['Students'],['Paired learning'],['During regular school hours '],['Peers'],['Primary/elementary school'],-0.2185,0.3508,0.4691,-0.906,Yes,Yes,Yes
40117256,Jenner (2007),2007,NA,NA,NA,Individual,"Non-random, not matched prior to treatment",Unclear,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Individual RCT,Yes,Yes,Other (please specify),University/ researcher design,Unclear/ Not specified,"['8', '9', '10', '11']",['No'],['Students'],['Other (Explain in notes)'],['Before/after school'],['Unclear/not specified'],['Primary/elementary school'],NA,NA,NA,NA,Yes,No,No
37092585,Jewell (2003),2003,Toolkit: Feedback,Primary outcome,Literacy: writing,Individual,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Middle school,USA,Yes,Individual RCT,Yes,Yes,Educational attainment,University/ researcher design,No,"['8', '9', '10', '11', '13', '14']",['No'],['Students'],['Large group/class teaching (+6)'],['During regular school hours '],['Digital technology'],"['Primary/elementary school', 'Middle school']",0.1308,0.1601,0.4445,-0.1829,Yes,Yes,Yes
40117137,Johnson (1984),1984,NA,Primary outcome,Literacy: reading comprehension,School - cluster,"Non-random, but matched",Unclear,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,NA,Prospective QED,Yes,NA,NA,University/ researcher design,Unclear/ Not specified,"['10', '11']",['Yes'],['Students'],['Other (Explain in notes)'],['Before/after school'],['Unclear/not specified'],['Primary/elementary school'],1.05,0.07,1.1872,0.9128,Yes,Yes,No
37671627,Jones (2016),2016,Toolkit: Teaching assistants,Primary outcome,Literacy: reading other,Individual,"Non-random, but matched",High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,Yes,Regression Discontinuity - not randomised,Yes,Yes,Other (please specify),NA,Yes (Please specify),"['6', '7', '8', '9', '10', '11']",['Yes'],['Students'],"['Large group/class teaching (+6)', 'Student alone (self-administered)']",['During regular school hours '],['Teaching assistants'],['Primary/elementary school'],0.3045,0.1433,0.5854,0.0236,Yes,Yes,Yes
37093568,Kahl (1994),1994,Toolkit: Peer Tutoring,Primary outcome,Literacy: reading other,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Middle school,Canada,No/Unclear,Individual RCT,No,No,NA,University/ researcher design,Yes (Please specify),"['11', '12']",['No'],['Students'],['Small group/intensive support (3-5)'],['During regular school hours '],"['Class teachers', 'Peers']","['No information provided', 'Primary/elementary school', 'Middle school']",0.6824,0.3596,1.3873,-0.0224,Yes,Yes,Yes
37116222,Karagiannakis (2008),2008,Toolkit: Peer Tutoring,Secondary outcome(s),Literacy: spelling,School - cluster,Random (please specify),High ecological validity,Male only,Dissertation or thesis,Primary/elementary school,Canada,No/Unclear,Cluster RCT,Yes,Yes,Other (please specify),University/ researcher design,Yes (Please specify),"['8', '9', '10']",['No'],['Students'],['Paired learning'],['During regular school hours '],['Peers'],['Primary/elementary school'],0.4138,0.1095,0.6284,0.1992,Yes,Yes,Yes
40117257,Kauh (2011),2011,Toolkit: Extending school time,Primary outcome,Languages,Individual,"Non-random, not matched prior to treatment",High ecological validity,Mixed gender,Technical report,Middle school,USA,Yes,Prospective QED,Yes,Yes,Socio-economic status,Other (please provide details),Yes (Please specify),"['11', '12']",['No'],['Students'],['Other (Explain in notes)'],['Before/after school'],['Unclear/not specified'],['Middle school'],-0.01,0.0,-0.01,-0.01,Yes,Yes,Yes
37091034,King (1983),1983,Toolkit: Feedback,Primary outcome,Literacy: reading other,Individual,"Non-random, but matched",High ecological validity,Mixed gender,Technical report,Middle school,USA,No/Unclear,Prospective QED,No,No,NA,University/ researcher design,Yes (Please specify),"['6', '7', '8', '9', '10', '11', '12', '13', '14']",['Yes'],['Students'],NA,['During regular school hours '],['Class teachers'],"['Primary/elementary school', 'Middle school']",-0.0539,0.3163,0.566,-0.6738,Yes,Yes,Yes
37092606,King (2003),2003,Toolkit: Feedback,Primary outcome,Science,Class,"Non-random, not matched prior to treatment",High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,Yes,Prospective QED,Yes,Yes,Other (please specify),University/ researcher design,Yes (Please specify),"['10', '11']",['No'],['Students'],['Large group/class teaching (+6)'],['During regular school hours '],['Class teachers'],['Primary/elementary school'],-0.2365,0.263,0.279,-0.752,Yes,Yes,Yes
38296632,King (2015),2015,Toolkit: Small Group Tuition,Primary outcome,Literacy: reading comprehension,Individual,Random (please specify),High ecological validity,Mixed gender,Technical report,Secondary/High school,England,Yes,Multisite RCT,Yes,Yes,Other (please specify),Charity or voluntary organisation,Yes (Please specify),"['10', '11', '12']",['Yes'],['Students'],['Small group/intensive support (3-5)'],['During regular school hours '],['External teachers'],"['Primary/elementary school', 'Secondary/High school']",-0.05,0.15,0.244,-0.344,Yes,Yes,Yes
40117138,Kneese (1996),1996,NA,Primary outcome,Literacy: reading comprehension,NA,Retrospective Quasi Experimental Design (QED),High ecological validity,Mixed gender,Dissertation or thesis,Middle school,USA,Yes,Prospective QED,Yes,NA,NA,School or group of schools,Unclear/ Not specified,"['9', '10', '11', '12']",['No'],['Students'],['Other (Explain in notes)'],['During regular school hours '],['Class teachers'],"['Primary/elementary school', 'Middle school']",0.3104,0.0807,0.4685,0.1522,Yes,Yes,No
40117141,Kneese (2000),2000,Toolkit: Small Group Tuition,Primary outcome,Literacy: reading comprehension,School - cluster,"Non-random, but matched",High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Prospective QED,Yes,Yes,Socio-economic status,Local education authority or district,No,"['8', '9', '10', '11', '12', '13']",['No'],['Students'],['Large group/class teaching (+6)'],['During regular school hours '],['Class teachers'],['Primary/elementary school'],0.0,0.0615,0.1205,-0.1205,Yes,Yes,Yes
39253322,Kociemba (1995),1995,NA,NA,NA,NA,Retrospective Quasi Experimental Design (QED),High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,Yes,Prospective QED,Yes,Yes,Educational attainment,School or group of schools,Unclear/ Not specified,"['7', '8', '10', '11']",['No'],['Students'],['Other (Explain in notes)'],['Summer/ holiday period'],['Unclear/not specified'],['Primary/elementary school'],NA,NA,NA,NA,Yes,No,No
